Team,Game_ID,Home,Average Starting Field Position,Big Plays,Median Pass Yards,Median Rush Yards,Number Of Runs,Sacks,Time Of Possession,Total Points
NE,2010092603,True,28.875,11.0,6.0,4.0,35.0,1.0,1932.0,38.0
HOU,2010092608,True,26.875,8.0,5.5,3.0,22.0,4.0,1652.0,13.0
MIN,2010092605,True,33.22222222222223,5.0,5.0,3.0,28.0,2.0,1898.0,24.0
NO,2010092606,True,33.400000000000006,4.0,6.0,2.0,16.0,2.0,1635.0,24.0
KC,2010092609,True,34.099999999999994,11.0,5.5,4.0,39.0,0.0,2030.0,31.0
BAL,2010092604,True,24.799999999999997,4.0,7.0,4.0,23.0,0.0,1808.0,24.0
STL,2010092607,True,32.66666666666667,5.0,5.5,2.0,37.0,1.0,2084.0,30.0
JAC,2010092610,True,28.0,4.0,0.0,4.0,32.0,6.0,1973.0,3.0
DEN,2010092611,True,25.63636363636364,12.0,4.5,2.0,18.0,1.0,1792.0,13.0
ARI,2010092612,True,30.0,6.0,0.0,1.5,26.0,2.0,1622.0,24.0
SEA,2010092613,True,50.0,4.0,3.0,1.0,20.0,3.0,1436.0,27.0
MIA,2010092614,True,27.909090909090907,8.0,5.0,4.0,23.0,2.0,1968.0,23.0
CHI,2010092700,True,33.66666666666667,5.0,2.5,3.5,18.0,3.0,1445.0,19.0
BUF,2010100300,True,25.41666666666667,4.0,0.0,5.0,16.0,3.0,,14.0
CLE,2010100301,True,25.57142857142857,3.0,4.5,3.0,32.0,1.0,1846.0,23.0
PIT,2010100302,True,16.33333333333333,3.0,4.0,2.0,27.0,2.0,1756.0,14.0
TEN,2010100303,True,32.18181818181819,5.0,2.5,2.5,22.0,2.0,1484.0,20.0
GB,2010100304,True,27.85714285714286,5.0,8.0,4.5,20.0,2.0,1314.0,27.0
ATL,2010100305,True,28.111111111111114,7.0,3.0,2.0,29.0,3.0,2658.0,16.0
NO,2010100306,True,26.700000000000003,3.0,6.0,4.0,28.0,2.0,2302.0,16.0
STL,2010100307,True,25.444444444444443,7.0,1.0,3.0,28.0,4.0,1970.0,20.0
JAC,2010100308,True,27.57142857142857,6.0,6.5,3.0,35.0,0.0,1781.0,31.0
OAK,2010100309,True,27.0,5.0,5.0,4.0,25.0,4.0,1831.0,24.0
PHI,2010100310,True,28.33333333333333,6.0,4.0,3.0,25.0,1.0,1973.0,12.0
SD,2010100311,True,27.0,11.0,11.0,3.0,38.0,1.0,2098.0,40.0
NYG,2010100312,True,30.818181818181813,10.0,2.0,3.0,30.0,2.0,2005.0,17.0
MIA,2010100400,True,24.099999999999994,6.0,6.0,3.5,20.0,2.0,1937.0,14.0
BUF,2010101000,True,26.900000000000006,6.0,4.5,1.0,21.0,3.0,,26.0
BAL,2010101001,True,30.33333333333333,8.0,1.0,3.0,46.0,1.0,2152.0,31.0
IND,2010101002,True,28.0,3.0,4.0,3.0,28.0,1.0,2065.0,19.0
WAS,2010101003,True,23.900000000000006,6.0,0.0,2.0,21.0,5.0,1146.0,16.0
DET,2010101004,True,42.125,6.0,5.0,3.0,23.0,1.0,1605.0,49.0
CAR,2010101005,True,34.66666666666667,2.0,0.0,1.0,25.0,5.0,1781.0,6.0
CIN,2010101006,True,26.818181818181813,6.0,4.0,4.0,29.0,0.0,1774.0,21.0
HOU,2010101008,True,24.63636363636364,3.0,0.0,2.0,14.0,3.0,1269.0,10.0
CLE,2010101007,True,25.111111111111114,3.0,5.0,2.0,20.0,3.0,1794.0,10.0
ARI,2010101009,True,35.0,3.0,3.5,1.0,25.0,4.0,1799.0,28.0
DAL,2010101010,True,25.41666666666667,11.0,5.0,4.0,23.0,6.0,2170.0,27.0
OAK,2010101011,True,37.375,3.0,0.0,3.0,29.0,4.0,1638.0,33.0
SF,2010101012,True,29.444444444444443,8.0,4.5,2.5,22.0,2.0,1757.0,24.0
NYJ,2010101100,True,33.18181818181819,6.0,0.0,3.0,32.0,2.0,2035.0,28.0
GB,2010101700,True,23.111111111111114,7.0,0.0,3.5,20.0,5.0,1683.0,20.0
STL,2010101701,True,29.0,4.0,3.0,3.0,31.0,3.0,2003.0,20.0
NE,2010101702,True,23.35714285714286,10.0,4.0,3.0,25.0,3.0,1066.0,23.0
PIT,2010101703,True,32.3,8.0,4.0,2.0,35.0,0.0,1916.0,28.0
HOU,2010101704,True,25.900000000000006,9.0,6.0,3.0,22.0,2.0,1592.0,35.0
NYG,2010101705,True,29.111111111111114,7.0,2.0,4.0,29.0,2.0,1962.0,28.0
PHI,2010101706,True,35.599999999999994,10.0,8.0,3.0,37.0,1.0,2043.0,31.0
TB,2010101708,True,22.0,2.0,2.0,2.0,17.0,1.0,1696.0,6.0
CHI,2010101707,True,17.454545454545453,7.0,0.0,2.5,14.0,6.0,1537.0,19.0
DEN,2010101709,True,27.090909090909093,11.0,0.0,3.0,37.0,1.0,1822.0,20.0
SF,2010101710,True,26.299999999999997,8.0,0.0,2.5,28.0,2.0,2001.0,17.0
MIN,2010101711,True,38.44444444444444,3.0,4.5,2.0,28.0,3.0,1670.0,24.0
WAS,2010101712,True,28.545454545454547,6.0,4.5,2.0,23.0,3.0,1950.0,24.0
JAC,2010101800,True,23.555555555555557,2.0,4.0,3.0,25.0,2.0,1622.0,3.0
ATL,2010102400,True,23.555555555555557,11.0,5.0,3.0,30.0,0.0,1778.0,39.0
MIA,2010102401,True,30.299999999999997,6.0,4.0,2.0,21.0,1.0,1751.0,22.0
BAL,2010102402,True,26.299999999999997,9.0,0.0,3.0,28.0,2.0,1523.0,37.0
KC,2010102403,True,22.66666666666667,7.0,8.0,2.5,42.0,1.0,2040.0,41.0
NO,2010102404,True,23.454545454545453,6.0,4.0,3.5,18.0,3.0,2134.0,17.0
CHI,2010102405,True,23.818181818181813,3.0,5.0,3.0,16.0,4.0,1848.0,13.0
CAR,2010102406,True,29.41666666666667,6.0,5.0,2.0,34.0,1.0,2165.0,23.0
TEN,2010102408,True,27.545454545454547,5.0,2.0,2.0,26.0,3.0,1596.0,36.0
TB,2010102407,True,23.875,6.0,1.0,3.0,22.0,3.0,1837.0,18.0
SEA,2010102409,True,34.099999999999994,4.0,0.0,3.0,35.0,5.0,2232.0,22.0
SD,2010102410,True,28.36363636363636,5.0,5.0,2.0,19.0,2.0,2065.0,20.0
DEN,2010102411,True,19.461538461538467,8.0,0.0,3.0,17.0,4.0,1281.0,14.0
GB,2010102412,True,30.0,6.0,5.0,3.0,22.0,0.0,1736.0,27.0
DAL,2010102500,True,24.22222222222223,5.0,0.0,1.0,13.0,3.0,1349.0,34.0
SF,2010103100,True,24.63636363636364,6.0,7.0,3.0,42.0,0.0,2014.0,24.0
DAL,2010103101,True,23.818181818181813,6.0,7.0,2.0,21.0,2.0,1645.0,17.0
CIN,2010103102,True,23.272727272727266,3.0,0.0,3.0,26.0,0.0,1591.0,14.0
KC,2010103103,True,26.599999999999994,8.0,1.0,4.0,45.0,3.0,2133.0,13.0
DET,2010103104,True,36.785714285714285,3.0,1.5,3.0,25.0,1.0,1930.0,37.0
STL,2010103105,True,28.25,3.0,4.0,3.0,27.0,2.0,2188.0,20.0
NYJ,2010103106,True,21.08333333333333,7.0,0.0,4.0,29.0,2.0,1883.0,0.0
SD,2010103107,True,21.727272727272734,7.0,6.0,3.0,34.0,1.0,2267.0,33.0
NE,2010103108,True,16.25,7.0,5.0,3.0,25.0,0.0,1492.0,28.0
ARI,2010103109,True,35.54545454545455,9.0,3.0,2.0,23.0,1.0,1744.0,34.0
OAK,2010103110,True,20.0,9.0,5.0,2.0,38.0,2.0,2158.0,33.0
NO,2010103111,True,28.42857142857143,3.0,5.0,1.0,18.0,2.0,2046.0,20.0
IND,2010110100,True,27.77777777777777,5.0,3.5,3.0,25.0,1.0,2185.0,29.0
DET,2010110700,True,23.454545454545453,5.0,0.0,1.0,28.0,2.0,1966.0,20.0
BAL,2010110701,True,25.66666666666667,7.0,8.5,3.0,37.0,4.0,2302.0,26.0
CLE,2010110702,True,37.888888888888886,11.0,6.0,3.0,44.0,0.0,2286.0,34.0
HOU,2010110703,True,31.875,10.0,5.0,3.5,34.0,2.0,2019.0,23.0
BUF,2010110704,True,24.25,2.0,4.0,2.0,19.0,1.0,1727.0,19.0
MIN,2010110705,True,37.84615384615385,11.0,6.0,3.0,19.0,3.0,2278.0,27.0
ATL,2010110706,True,27.14285714285714,3.0,4.5,3.0,32.0,0.0,2045.0,27.0
CAR,2010110707,True,19.272727272727266,3.0,0.0,3.0,24.0,4.0,1519.0,3.0
SEA,2010110708,True,35.625,4.0,0.0,2.0,14.0,0.0,1046.0,7.0
PHI,2010110709,True,25.555555555555557,8.0,0.0,3.0,30.0,3.0,1910.0,26.0
OAK,2010110710,True,32.85714285714286,4.0,0.0,3.0,25.0,4.0,1776.0,23.0
GB,2010110711,True,30.77777777777777,7.0,6.0,2.5,34.0,1.0,2276.0,43.0
CIN,2010110800,True,28.888888888888886,4.0,2.5,3.0,18.0,4.0,1661.0,21.0
ATL,2010111100,True,24.111111111111114,5.0,4.0,3.0,23.0,2.0,2109.0,26.0
BUF,2010111406,True,29.909090909090907,6.0,0.0,2.0,32.0,1.0,,14.0
TB,2010111405,True,19.111111111111114,10.0,8.0,3.0,29.0,1.0,1880.0,31.0
JAC,2010111403,True,29.0,7.0,9.0,3.0,36.0,2.0,2123.0,31.0
IND,2010111402,True,14.714285714285708,4.0,0.0,3.0,22.0,2.0,1551.0,22.0
CLE,2010111401,True,24.125,7.0,1.5,4.0,24.0,3.0,1656.0,20.0
MIA,2010111400,True,19.77777777777777,7.0,6.0,1.5,30.0,1.0,1984.0,29.0
CHI,2010111404,True,39.0,7.0,3.0,3.0,36.0,1.0,2079.0,27.0
DEN,2010111407,True,35.5,8.0,7.5,4.0,30.0,0.0,1689.0,48.0
SF,2010111410,True,23.285714285714292,10.0,4.0,3.0,26.0,5.0,1814.0,23.0
ARI,2010111409,True,27.5,7.0,0.0,2.0,14.0,5.0,1495.0,18.0
NYG,2010111408,True,27.299999999999997,8.0,5.0,3.0,28.0,0.0,,20.0
PIT,2010111411,True,26.307692307692307,9.0,6.0,3.0,18.0,5.0,1712.0,26.0
WAS,2010111500,True,22.285714285714292,6.0,1.0,4.0,18.0,2.0,1309.0,28.0
MIA,2010111800,True,28.555555555555557,3.0,0.0,2.0,13.0,6.0,1329.0,0.0
CAR,2010112100,True,25.07692307692308,6.0,0.0,2.5,22.0,3.0,1527.0,13.0
KC,2010112109,True,24.299999999999997,6.0,4.0,3.0,29.0,0.0,1658.0,31.0
TEN,2010112108,True,25.66666666666667,9.0,3.0,5.0,25.0,1.0,1594.0,15.0
MIN,2010112106,True,25.299999999999997,9.0,0.0,3.0,18.0,1.0,1604.0,3.0
DAL,2010112105,True,19.22222222222223,4.0,3.5,3.0,29.0,2.0,1804.0,34.0
JAC,2010112104,True,21.700000000000003,3.0,4.0,4.0,27.0,4.0,1888.0,24.0
NYJ,2010112101,True,29.08333333333333,9.0,3.0,3.0,31.0,3.0,2059.0,30.0
CIN,2010112102,True,27.66666666666667,7.0,4.5,2.5,30.0,2.0,1929.0,30.0
PIT,2010112103,True,29.66666666666667,10.0,5.0,3.0,33.0,2.0,1967.0,35.0
STL,2010112110,True,24.08333333333333,7.0,4.0,3.5,12.0,0.0,1445.0,17.0
NO,2010112107,True,34.0,9.0,5.0,4.0,29.0,0.0,2025.0,34.0
SF,2010112111,True,26.0,3.0,0.0,3.0,18.0,6.0,1416.0,0.0
NE,2010112112,True,24.85714285714286,6.0,7.0,4.0,31.0,1.0,1839.0,31.0
PHI,2010112113,True,28.714285714285708,9.0,1.5,3.0,25.0,3.0,2044.0,27.0
SD,2010112200,True,33.75,8.0,3.0,3.0,38.0,1.0,2059.0,35.0
DET,2010112500,True,28.0,9.0,3.5,2.0,27.0,2.0,1865.0,24.0
DAL,2010112501,True,29.700000000000003,7.0,6.0,2.0,32.0,1.0,2081.0,27.0
NYJ,2010112502,True,40.333333333333336,4.0,1.5,3.5,34.0,2.0,2009.0,26.0
WAS,2010112803,True,26.454545454545453,3.0,1.0,3.0,13.0,4.0,1615.0,13.0
CLE,2010112807,True,29.900000000000006,5.0,5.0,4.0,32.0,2.0,1904.0,24.0
BUF,2010112801,True,34.3,4.0,0.5,4.0,17.0,2.0,,16.0
NYG,2010112800,True,23.25,10.0,6.5,3.0,25.0,0.0,1473.0,24.0
HOU,2010112802,True,21.75,7.0,3.0,4.0,37.0,2.0,2370.0,20.0
ATL,2010112805,True,30.16666666666667,4.0,4.5,3.0,27.0,2.0,1900.0,20.0
SEA,2010112808,True,28.0,2.0,3.0,2.5,10.0,2.0,1137.0,23.0
OAK,2010112809,True,32.22222222222223,6.0,2.0,0.5,12.0,1.0,1098.0,17.0
BAL,2010112806,True,27.41666666666667,4.0,5.0,3.0,24.0,4.0,1862.0,17.0
CHI,2010112804,True,35.125,7.0,6.0,1.0,25.0,4.0,1668.0,31.0
DEN,2010112810,True,24.727272727272734,12.0,0.0,6.5,18.0,3.0,1538.0,33.0
IND,2010112811,True,24.41666666666667,4.0,5.0,1.0,13.0,1.0,1462.0,14.0
ARI,2010112900,True,29.42857142857143,3.0,0.0,1.0,11.0,1.0,1259.0,6.0
PHI,2010120200,True,27.57142857142857,10.0,4.5,3.0,29.0,1.0,1905.0,34.0
MIN,2010120500,True,31.700000000000003,7.0,4.0,4.0,40.0,1.0,2037.0,38.0
CIN,2010120508,True,42.3,8.0,3.0,3.0,26.0,3.0,1953.0,30.0
GB,2010120506,True,32.7,5.0,4.0,3.0,32.0,4.0,2231.0,34.0
DET,2010120505,True,27.0,4.0,3.5,2.0,27.0,2.0,1601.0,20.0
NYG,2010120504,True,33.875,6.0,7.0,2.0,35.0,0.0,2068.0,31.0
KC,2010120503,True,26.099999999999994,7.0,5.0,4.0,39.0,2.0,,10.0
TEN,2010120502,True,23.0,5.0,0.0,2.5,14.0,1.0,1206.0,6.0
MIA,2010120501,True,22.66666666666667,4.0,0.0,3.5,32.0,1.0,1836.0,10.0
SD,2010120509,True,19.375,8.0,2.0,3.0,8.0,4.0,1281.0,13.0
SEA,2010120512,True,26.900000000000006,10.0,0.0,3.0,30.0,3.0,1770.0,30.0
ARI,2010120511,True,27.875,7.0,0.0,1.0,19.0,4.0,1544.0,6.0
IND,2010120510,True,21.727272727272734,6.0,6.0,2.0,16.0,0.0,1625.0,34.0
TB,2010120507,True,24.400000000000006,7.0,2.0,4.0,29.0,1.0,1920.0,24.0
BAL,2010120513,True,26.700000000000003,4.0,0.0,2.0,19.0,4.0,1552.0,10.0
NE,2010120600,True,40.2,8.0,6.5,3.0,26.0,3.0,1861.0,45.0
TEN,2010120900,True,26.700000000000003,5.0,6.0,4.0,25.0,0.0,1649.0,28.0
JAC,2010121203,True,42.0,9.0,0.0,3.0,33.0,2.0,1795.0,38.0
CAR,2010121207,True,21.692307692307693,7.0,0.0,4.5,28.0,5.0,1510.0,10.0
BUF,2010121201,True,23.42857142857143,5.0,3.0,4.0,42.0,2.0,,13.0
PIT,2010121202,True,24.0,8.0,3.5,3.0,27.0,4.0,2066.0,21.0
WAS,2010121204,True,25.5,7.0,3.0,3.0,28.0,2.0,1873.0,16.0
DET,2010121205,True,25.299999999999997,4.0,0.0,4.0,41.0,2.0,1845.0,7.0
NO,2010121208,True,26.14285714285714,6.0,5.0,3.0,29.0,1.0,1981.0,30.0
SF,2010121209,True,23.16666666666667,6.0,2.0,3.0,25.0,2.0,1853.0,39.0
CHI,2010121200,True,37.42857142857143,4.0,0.0,3.0,14.0,2.0,1209.0,7.0
SD,2010121212,True,26.33333333333333,10.0,9.0,4.0,43.0,2.0,2410.0,31.0
ARI,2010121211,True,34.77777777777777,5.0,0.0,4.5,34.0,0.0,1816.0,42.0
NYJ,2010121210,True,29.5,4.0,0.0,3.0,31.0,6.0,2028.0,6.0
DAL,2010121213,True,21.900000000000006,8.0,4.0,2.0,24.0,1.0,1929.0,27.0
MIN,2010121301,True,30.900000000000006,2.0,0.0,2.0,22.0,4.0,1638.0,3.0
HOU,2010121300,True,15.583333333333329,9.0,1.0,4.5,22.0,2.0,1901.0,28.0
SD,2010121600,True,27.25,7.0,7.5,2.0,41.0,1.0,2231.0,34.0
STL,2010121900,True,24.41666666666667,1.0,0.0,4.0,20.0,3.0,1696.0,13.0
BAL,2010121909,True,29.545454545454547,7.0,0.0,3.0,39.0,3.0,1887.0,30.0
TB,2010121908,True,27.125,7.0,6.0,4.0,28.0,3.0,1924.0,20.0
CAR,2010121907,True,33.111111111111114,6.0,4.0,3.0,43.0,2.0,2216.0,19.0
NYG,2010121906,True,29.909090909090907,4.0,3.0,3.0,31.0,2.0,1996.0,31.0
MIA,2010121901,True,25.400000000000006,1.0,5.0,3.0,19.0,3.0,1878.0,14.0
CIN,2010121902,True,31.0,5.0,6.0,4.0,41.0,0.0,2283.0,19.0
IND,2010121903,True,35.36363636363636,6.0,5.0,3.0,24.0,1.0,1778.0,34.0
TEN,2010121904,True,37.5,7.0,1.0,3.0,28.0,3.0,1658.0,31.0
DAL,2010121905,True,35.55555555555556,6.0,7.0,3.0,31.0,2.0,2121.0,33.0
SEA,2010121910,True,18.090909090909093,4.0,2.5,4.5,20.0,2.0,1475.0,18.0
OAK,2010121912,True,33.06666666666666,11.0,3.5,2.5,38.0,0.0,2031.0,39.0
PIT,2010121911,True,22.111111111111114,7.0,0.0,5.0,25.0,3.0,1878.0,17.0
NE,2010121913,True,32.33333333333333,7.0,2.0,5.0,16.0,3.0,1154.0,30.0
MIN,2010122000,True,33.84615384615384,4.0,2.0,3.5,24.0,4.0,1697.0,15.0
PIT,2010122300,True,35.45454545454545,9.0,6.5,1.5,30.0,3.0,2122.0,27.0
ARI,2010122500,True,24.090909090909093,5.0,0.0,3.0,21.0,1.0,1315.0,25.0
CLE,2010122602,True,31.75,4.0,3.0,3.0,26.0,0.0,1694.0,10.0
KC,2010122603,True,30.090909090909093,8.0,6.0,2.0,40.0,1.0,2344.0,33.0
BUF,2010122601,True,23.090909090909093,7.0,0.0,5.0,21.0,2.0,,3.0
CHI,2010122600,True,31.909090909090907,7.0,0.0,3.0,25.0,2.0,1554.0,38.0
STL,2010122606,True,31.83333333333333,7.0,5.5,1.5,28.0,1.0,1988.0,25.0
JAC,2010122608,True,25.57142857142857,8.0,0.0,2.0,23.0,4.0,1974.0,17.0
MIA,2010122607,True,32.25,5.0,7.0,3.0,37.0,2.0,2235.0,27.0
DEN,2010122609,True,24.200000000000003,10.0,6.5,2.5,30.0,1.0,1910.0,24.0
OAK,2010122610,True,30.16666666666667,4.0,4.0,3.0,20.0,3.0,1801.0,26.0
CIN,2010122612,True,34.0,6.0,10.0,2.0,37.0,0.0,1809.0,34.0
GB,2010122611,True,19.0,9.0,5.0,3.0,35.0,2.0,2221.0,45.0
TB,2010122605,True,32.7,10.0,6.0,3.0,26.0,2.0,1888.0,38.0
ATL,2010122700,True,20.545454545454547,5.0,0.0,1.0,21.0,1.0,1380.0,13.0
PHI,2010122800,True,28.454545454545453,6.0,0.0,5.5,22.0,6.0,1779.0,14.0
ATL,2011010211,True,37.111111111111114,5.0,5.0,3.0,31.0,1.0,2130.0,30.0
CLE,2011010203,True,25.111111111111114,3.0,0.0,2.0,17.0,4.0,1606.0,9.0
DET,2011010209,True,26.111111111111114,4.0,5.5,3.0,27.0,1.0,1852.0,20.0
BAL,2011010202,True,31.66666666666667,2.0,2.0,3.0,25.0,4.0,1518.0,13.0
NE,2011010200,True,20.85714285714286,11.0,6.0,3.0,44.0,0.0,2179.0,37.0
NYJ,2011010201,True,36.125,7.0,1.5,4.0,49.0,1.0,2131.0,37.0
KC,2011010206,True,28.818181818181813,6.0,0.0,2.0,29.0,7.0,1592.0,10.0
NO,2011010212,True,29.0,5.0,1.0,3.5,22.0,3.0,1857.0,13.0
GB,2011010210,True,33.099999999999994,4.0,4.0,2.0,22.0,2.0,1760.0,10.0
WAS,2011010208,True,29.181818181818187,8.0,4.5,2.5,20.0,2.0,1660.0,14.0
IND,2011010205,True,24.099999999999994,4.0,6.0,3.0,25.0,1.0,1720.0,23.0
HOU,2011010204,True,22.875,11.0,8.0,3.0,36.0,0.0,1752.0,34.0
PHI,2011010207,True,32.33333333333333,4.0,0.0,3.0,27.0,6.0,1850.0,13.0
DEN,2011010213,True,29.538461538461533,6.0,0.0,3.5,28.0,3.0,1535.0,28.0
SF,2011010214,True,31.111111111111114,9.0,0.0,2.5,24.0,2.0,1632.0,37.0
SEA,2011010215,True,29.08333333333333,4.0,3.0,3.0,33.0,0.0,2085.0,16.0
GB,2011090800,True,36.4,7.0,7.0,3.0,26.0,2.0,1974.0,42.0
BAL,2011091100,True,21.66666666666667,8.0,3.0,3.5,32.0,1.0,1951.0,35.0
STL,2011091107,True,26.66666666666667,8.0,0.0,3.5,26.0,5.0,1786.0,13.0
TB,2011091106,True,25.272727272727266,4.0,5.0,2.0,16.0,2.0,1407.0,19.0
CHI,2011091105,True,21.555555555555557,8.0,3.0,3.0,27.0,5.0,1995.0,29.0
KC,2011091104,True,20.25,4.0,0.0,3.5,18.0,2.0,1378.0,7.0
JAC,2011091103,True,25.200000000000003,5.0,3.0,3.0,46.0,2.0,2378.0,16.0
HOU,2011091102,True,24.14285714285714,8.0,7.0,4.0,38.0,1.0,2204.0,33.0
CLE,2011091101,True,26.785714285714292,4.0,0.0,4.0,25.0,2.0,1777.0,17.0
SD,2011091111,True,25.200000000000003,6.0,6.0,2.0,27.0,2.0,2237.0,24.0
SF,2011091110,True,37.1,4.0,3.0,1.5,30.0,0.0,1865.0,32.0
ARI,2011091109,True,23.875,9.0,3.0,3.0,23.0,2.0,1633.0,27.0
WAS,2011091108,True,29.555555555555557,7.0,6.0,1.0,25.0,4.0,1956.0,27.0
NYJ,2011091112,True,21.700000000000003,9.0,3.0,3.0,16.0,4.0,1567.0,26.0
MIA,2011091200,True,17.909090909090907,13.0,3.0,3.0,19.0,4.0,1869.0,24.0
DEN,2011091201,True,22.099999999999994,6.0,0.0,2.0,13.0,5.0,1645.0,19.0
DET,2011091800,True,25.14285714285714,7.0,3.5,2.0,30.0,0.0,1944.0,48.0
BUF,2011091801,True,20.22222222222223,8.0,6.0,4.0,25.0,0.0,1847.0,38.0
PIT,2011091809,True,25.444444444444443,6.0,6.0,2.5,32.0,2.0,2324.0,24.0
NO,2011091808,True,27.181818181818187,2.0,3.0,4.0,29.0,1.0,2174.0,30.0
CAR,2011091807,True,25.818181818181813,10.0,3.5,3.0,21.0,4.0,1954.0,23.0
MIN,2011091806,True,17.25,7.0,4.5,4.0,33.0,2.0,2004.0,20.0
WAS,2011091805,True,35.727272727272734,10.0,3.5,5.0,31.0,1.0,2304.0,22.0
TEN,2011091802,True,26.0,6.0,6.0,2.0,29.0,0.0,2152.0,26.0
NYJ,2011091803,True,25.625,5.0,5.0,2.0,32.0,1.0,2003.0,32.0
IND,2011091804,True,20.0,5.0,2.0,4.0,25.0,2.0,1526.0,19.0
SF,2011091810,True,33.22222222222223,2.0,2.0,2.0,24.0,6.0,1843.0,24.0
NE,2011091811,True,20.0,10.0,9.5,3.0,25.0,2.0,1742.0,35.0
MIA,2011091813,True,21.181818181818187,7.0,0.0,4.0,28.0,2.0,1554.0,13.0
DEN,2011091812,True,20.181818181818187,4.0,4.0,3.0,35.0,2.0,1815.0,24.0
ATL,2011091814,True,21.599999999999994,5.0,1.5,2.0,26.0,4.0,1761.0,35.0
NYG,2011091900,True,27.769230769230774,5.0,3.5,3.0,35.0,3.0,2052.0,27.0
CAR,2011092500,True,31.33333333333333,4.0,1.0,3.0,28.0,0.0,1774.0,16.0
NO,2011092501,True,22.799999999999997,7.0,5.5,2.5,20.0,2.0,1794.0,40.0
CIN,2011092507,True,24.545454545454547,3.0,1.0,3.5,20.0,1.0,1478.0,8.0
MIN,2011092506,True,32.15384615384616,6.0,3.0,2.0,23.0,4.0,1670.0,23.0
PHI,2011092505,True,25.22222222222223,7.0,5.0,3.0,40.0,2.0,2211.0,16.0
TEN,2011092504,True,18.75,5.0,6.0,1.0,21.0,2.0,1854.0,17.0
CLE,2011092503,True,17.555555555555557,4.0,0.0,3.0,17.0,0.0,1329.0,17.0
BUF,2011092502,True,22.299999999999997,9.0,5.5,3.0,19.0,0.0,1710.0,33.0
OAK,2011092508,True,24.545454545454547,7.0,5.0,3.0,31.0,1.0,1600.0,34.0
STL,2011092510,True,19.125,3.0,0.0,3.5,26.0,5.0,1729.0,7.0
SD,2011092509,True,25.0,8.0,4.0,3.0,30.0,2.0,2082.0,20.0
TB,2011092513,True,26.0,3.0,4.0,3.0,32.0,0.0,2152.0,16.0
SEA,2011092512,True,28.25,5.0,1.0,2.0,30.0,4.0,1691.0,13.0
CHI,2011092511,True,20.91666666666667,6.0,3.0,-0.5,12.0,3.0,1339.0,17.0
IND,2011092514,True,19.555555555555557,3.0,0.0,4.0,21.0,1.0,1562.0,19.0
DAL,2011092600,True,21.33333333333333,10.0,3.0,2.0,25.0,1.0,1896.0,18.0
CIN,2011100200,True,27.538461538461533,12.0,0.0,5.0,32.0,2.0,1877.0,23.0
CLE,2011100201,True,26.5,4.0,4.0,4.0,22.0,4.0,2213.0,13.0
KC,2011100208,True,29.625,5.0,5.0,2.0,27.0,3.0,1670.0,22.0
JAC,2011100207,True,21.714285714285708,6.0,0.0,3.0,17.0,3.0,1375.0,10.0
STL,2011100206,True,25.0,2.0,0.0,3.0,17.0,7.0,1490.0,10.0
CHI,2011100205,True,36.285714285714285,5.0,0.0,4.0,31.0,1.0,1581.0,32.0
PHI,2011100204,True,24.888888888888886,12.0,5.0,3.5,20.0,2.0,1868.0,23.0
DAL,2011100203,True,27.769230769230774,6.0,6.0,4.0,27.0,1.0,2199.0,30.0
HOU,2011100202,True,22.14285714285714,5.0,5.0,3.0,34.0,0.0,1903.0,17.0
SEA,2011100210,True,28.909090909090907,8.0,5.0,2.0,15.0,0.0,1190.0,28.0
ARI,2011100209,True,22.599999999999994,4.0,4.0,4.0,31.0,4.0,1900.0,27.0
SD,2011100213,True,22.125,9.0,6.0,3.5,28.0,2.0,1998.0,26.0
OAK,2011100212,True,18.75,10.0,4.5,3.0,27.0,0.0,2000.0,19.0
GB,2011100211,True,28.5,8.0,7.0,3.0,26.0,2.0,1980.0,48.0
BAL,2011100214,True,27.0,2.0,0.0,3.0,37.0,2.0,2248.0,31.0
TB,2011100300,True,24.599999999999994,7.0,5.5,3.0,35.0,2.0,2340.0,24.0
PIT,2011100900,True,30.0,6.0,6.0,2.5,28.0,1.0,1944.0,38.0
HOU,2011100901,True,23.64285714285714,9.0,0.0,2.0,25.0,3.0,2059.0,20.0
IND,2011100902,True,20.0,8.0,6.0,3.0,26.0,0.0,1613.0,24.0
JAC,2011100903,True,26.41666666666667,7.0,0.0,3.0,26.0,3.0,1640.0,20.0
NYG,2011100904,True,19.0,11.0,5.5,2.0,26.0,3.0,1874.0,25.0
MIN,2011100905,True,26.125,6.0,0.0,3.0,35.0,1.0,1739.0,34.0
CAR,2011100906,True,20.625,9.0,4.0,3.0,22.0,1.0,1520.0,27.0
BUF,2011100907,True,21.0,6.0,4.5,4.0,33.0,1.0,,30.0
SF,2011100908,True,32.0,13.0,8.5,3.5,34.0,0.0,1863.0,47.0
NE,2011100909,True,29.36363636363636,9.0,4.0,4.0,35.0,4.0,2035.0,30.0
DEN,2011100910,True,22.727272727272734,7.0,0.0,4.0,23.0,0.0,1192.0,23.0
ATL,2011100911,True,21.888888888888886,4.0,3.0,3.0,21.0,1.0,1609.0,14.0
DET,2011101000,True,28.33333333333333,6.0,5.5,1.5,20.0,1.0,1257.0,24.0
NYG,2011101600,True,22.42857142857143,7.0,6.0,3.0,31.0,0.0,1826.0,27.0
CIN,2011101601,True,23.875,5.0,5.5,3.0,29.0,0.0,2016.0,26.0
